"locationid";"objectid";"hasmenu";"areamanager";"open24hours";"address";"city";"state";"zip";"longitude";"latitude";"regionaldirector";"telephone";"isactive";"storename";"lastupdated";"storenumber";"storeopen";"storeclose";"hasfuel";"unleadedprice";"plusprice";"premiumprice";"geom"
5137;"53da88d1e4b06d8358062561";t;"MCGRATH, KEVIN";t;"334 HAVENDALE BLVD";"AUBURNDALE";"FL";"33823";-81.778958;28.054658;"SOUDERS, TODD";"863-967-3710";f;"WAWA, STORE # 5137";"2017-09-01 16:01:00";5137;"00:00:00";"00:00:00";t;2.599;2.849;3.099;"0101000020E610000049BDA772DA7154C0FB761211FE0D3C40"
749;"53da88cee4b06d83580624ef";t;"TREDANARI, MARC";t;"300 NORTH ROUTE 50";"Mays Landing";"NJ";"08330";-74.725659;39.454415;"WEISER, MARIAN";"609-625-8211";f;"WAWA, STORE # 0749";"2017-09-01 16:01:00";749;"00:00:00";"00:00:00";f;;;;"0101000020E61000001343723271AE52C0EAE74D452ABA4340"
79;"53da88cee4b06d8358062504";t;"EVANS, CHARLES";t;"1401 Forty Foot Rd.";"Kulpsville";"PA";"19443";-75.338257;40.244913;"DEPAOLO, GINA";"215-362-1590";f;"WAWA, STORE # 0079";"2017-09-01 16:01:00";79;"00:00:00";"00:00:00";f;;;;"0101000020E61000002829B000A6D552C0C0AE264F591F4440"
265;"53da88c4e4b06d835806239d";t;"CASEY, CHRISTOPHER";f;"1000 Darby Rd.";"Havertown";"PA";"19083";-75.303702;39.97616;"HERLING, TERRENCE";"610-446-9487";f;"WAWA, STORE # 0265";"2017-09-01 16:01:00";265;"06:00:00";"24:00:00";f;;;;"0101000020E6100000B56E83DA6FD352C0E9D495CFF2FC4340"
485;"53da88bfe4b0e755dc4ec4f1";t;"CATERINA, SHERRI";t;"813 West Brigantine Blvd.";"Brigantine";"NJ";"08203";-74.369092;39.40441;"WEISER, MARIAN";"609-266-5518";f;"WAWA, STORE # 0485";"2017-09-01 16:01:00";485;"00:00:00";"00:00:00";f;;;;"0101000020E6100000C64D0D349F9752C07216F6B4C3B34340"
273;"53da88cce4b06d83580624bf";t;"EVANS, CHARLES";t;"1601 Valley Forge Rd.";"Lansdale";"PA";"19446";-75.314519;40.228419;"DEPAOLO, GINA";"215-361-8577";f;"WAWA, STORE # 0273";"2017-09-01 16:01:00";273;"00:00:00";"00:00:00";f;;;;"0101000020E61000001FBE4C1421D452C07C6473D53C1D4440"
42;"53da88cfe4b06d835806250b";t;"SCHWARTZ, VICKI";t;"196 South Gulph Rd.";"King Of Prussia";"PA";"19406";-75.387143;40.084748;"DEPAOLO, GINA";"610-265-1861";f;"WAWA, STORE # 0042";"2017-09-01 16:01:00";42;"00:00:00";"00:00:00";f;;;;"0101000020E610000005F86EF3C6D852C06133C005D90A4440"
701;"53da88d1e4b06d8358062594";t;"CATERINA, SHERRI";t;"2403 New Rd.";"Northfield";"NJ";"08225";-74.565295;39.362772;"WEISER, MARIAN";"609-646-8695";f;"WAWA, STORE # 0701";"2017-09-01 16:01:00";701;"00:00:00";"00:00:00";f;;;;"0101000020E6100000E96514CB2DA452C0C7F319506FAE4340"
54;"53da88bee4b0e755dc4ec49c";t;"CASEY, CHRISTOPHER";t;"33-35 Eagle Rd.";"Havertown";"PA";"19083";-75.309091;39.98856;"HERLING, TERRENCE";"610-789-9852";f;"WAWA, STORE # 0054";"2017-09-01 16:01:00";54;"00:00:00";"00:00:00";f;;;;"0101000020E61000003A1F9E25C8D352C01F11532289FE4340"
8338;"53da88d4e4b06d83580625d1";t;"KENT, SCOTT";t;"505 S RIVER STREET";"HACKENSACK";"NJ";"07601-6621";-74.0363;40.8627;"READ, JASON";"201-488-1214";f;"WAWA, STORE # 8338";"2017-09-01 16:01:00";8338;"00:00:00";"00:00:00";t;2.499;2.799;2.999;"0101000020E610000011363CBD528252C02D211FF46C6E4440"
8003;"53da88d1e4b06d8358062591";t;"SCOTT, PATTI";t;"705 South Trooper Rd.";"Norristown";"PA";"19403";-75.406036;40.127441;"DEPAOLO, GINA";"610-539-5701";f;"WAWA, STORE # 8003";"2017-09-01 16:01:00";8003;"00:00:00";"00:00:00";t;2.799;3.139;3.339;"0101000020E6100000EA3F6B7EFCD952C0B39597FC4F104440"
8058;"53da88cfe4b06d8358062527";t;"SCHWARTZ, VICKI";t;"145 W. DeKalb Pike";"King of Prussia";"PA";"19406";-75.364976;40.093141;"DEPAOLO, GINA";"610-265-2913";f;"WAWA, STORE # 8058";"2017-09-01 16:01:00";8058;"00:00:00";"00:00:00";t;2.799;3.099;3.299;"0101000020E6100000CBF44BC45BD752C05875560BEC0B4440"
723;"53da88cee4b06d83580624eb";t;"BERTUCCI, TAMMIE";t;"629 Chews Landing Rd.";"Lindenwold";"NJ";"08021";-75.017212;39.81241;"MURPHY, MAUREEN";"856-435-5198";f;"WAWA, STORE # 0723";"2017-09-01 16:01:00";723;"00:00:00";"00:00:00";f;;;;"0101000020E610000052465C001AC152C0C078060DFDE74340"
8050;"53da88d4e4b06d83580625c3";t;"EVANS, CHARLES";t;"200 Forty Foot Rd.";"Hatfield";"PA";"19440";-75.320683;40.263162;"DEPAOLO, GINA";"215-362-5265";f;"WAWA, STORE # 8050";"2017-09-01 16:01:00";8050;"00:00:00";"00:00:00";t;2.799;3.099;3.299;"0101000020E61000008658FD1186D452C065C6DB4AAF214440"
973;"53da88c4e4b06d8358062381";t;"HALEY, SHANNON";t;"421 South White Horse Pk.";"Lindenwold";"NJ";"08021";-74.988937;39.814964;"MURPHY, MAUREEN";"856-435-4083";f;"WAWA, STORE # 0973";"2017-09-01 16:01:00";973;"00:00:00";"00:00:00";t;2.499;2.779;2.979;"0101000020E61000007B336ABE4ABF52C06CB587BD50E84340"
8310;"53da88cfe4b06d8358062512";t;"HORN, PHILLIP";t;"201 White Horse Pk.";"Berlin";"NJ";"08009";-74.950887;39.802771;"MURPHY, MAUREEN";"856-768-5117";f;"WAWA, STORE # 8310";"2017-09-01 16:01:00";8310;"00:00:00";"00:00:00";t;2.499;2.799;2.999;"0101000020E610000042CC2555DBBC52C0AF963B33C1E64340"
96;"53da88cce4b06d83580624b1";t;"EVANS, CHARLES";f;"708 EAST WALNUT ST.";"North Wales";"PA";"19454";-75.276091;40.216247;"DEPAOLO, GINA";"215-699-5955";f;"WAWA, STORE # 0096";"2017-09-01 16:01:00";96;"06:00:00";"23:00:00";f;;;;"0101000020E610000013EE9579ABD152C0D76D50FBAD1B4440"
8346;"55ae05c6e4b0ea5ba2dcdafb";t;"HALEY, SHANNON";t;"2 NORTH WHITE HORSE PIKE";"SOMERDALE";"NJ";"08083";-75.01824;39.84451;"MURPHY, MAUREEN";"609-672-4577";f;"WAWA, STORE # 8346";"2017-09-01 16:01:00";8346;"00:00:00";"00:00:00";t;2.499;2.799;2.999;"0101000020E6100000A9DE1AD82AC152C08E9257E718EC4340"
580;"53da88d4e4b06d83580625e3";t;"DUTTON, BEN";t;"16410 Mckendree Rd.";"Brandywine";"MD";"20613";-76.875849;38.664607;"SHARPLESS, JOHN";"301-782-7432";f;"WAWA, STORE # 0580";"2017-09-01 16:01:00";580;"00:00:00";"00:00:00";t;2.699;2.979;3.179;"0101000020E6100000FFCEF6E80D3853C0A9D898D711554340"
355;"53da88cee4b06d83580624fc";t;"HALEY, SHANNON";t;"101 Warwick Rd.";"Magnolia";"NJ";"08049";-75.032294;39.85474;"MURPHY, MAUREEN";"856-435-2550";f;"WAWA, STORE # 0355";"2017-09-01 16:01:00";355;"00:00:00";"00:00:00";f;;;;"0101000020E6100000D976DA1A11C252C0A14ACD1E68ED4340"
272;"53da88d1e4b06d8358062575";t;"MAGEE, JAMES";t;"1095 South West End Blvd.";"Quakertown";"PA";"18951";-75.343152;40.417744;"DEPAOLO, GINA";"215-538-1634";f;"WAWA, STORE # 0272";"2017-09-01 16:01:00";272;"00:00:00";"00:00:00";t;2.759;3.059;3.259;"0101000020E6100000A663CE33F6D552C0D40CA9A278354440"
473;"53da88d1e4b06d835806254e";t;"TREDANARI, MARC";t;"907 White Horse Pk.";"Egg Harbor City";"NJ";"08215";-74.643755;39.52656;"WEISER, MARIAN";"609-965-3490";f;"WAWA, STORE # 0473";"2017-09-01 16:01:00";473;"00:00:00";"00:00:00";f;;;;"0101000020E6100000BCE82B4833A952C0DEB06D5166C34340"
66;"53da88d1e4b06d835806258a";t;"OHARA, TIM";t;"195 West Lancaster Ave.";"Ardmore";"PA";"19003";-75.295256;40.010781;"HERLING, TERRENCE";"610-642-3210";f;"WAWA, STORE # 0066";"2017-09-01 16:01:00";66;"00:00:00";"00:00:00";f;;;;"0101000020E6100000A8FC6B79E5D252C08735954561014440"
157;"53da88bee4b0e755dc4ec4ab";t;"EVANS, CHARLES";t;"593 Dekalb Pk.";"North Wales";"PA";"19454";-75.246783;40.218927;"DEPAOLO, GINA";"215-699-1844";f;"WAWA, STORE # 0157";"2017-09-01 16:01:00";157;"00:00:00";"00:00:00";t;2.799;3.139;3.299;"0101000020E61000005C8DEC4ACBCF52C00F9BC8CC051C4440"
956;"53da88d9e4b06d835806267b";t;"HORN, PHIL";t;"409 North Route 73";"Berlin";"NJ";"08091";-74.921125;39.795067;"MURPHY, MAUREEN";"856-767-7330";f;"WAWA, STORE # 0956";"2017-09-01 16:01:00";956;"00:00:00";"00:00:00";t;2.499;2.799;2.999;"0101000020E6100000CBA145B6F3BA52C07E9065C1C4E54340"
8044;"53da88d6e4b06d835806262e";t;"MAGEE, JAMES";t;"600 Northwest End Blvd.";"Quakertown";"PA";"18951";-75.369365;40.459454;"DEPAOLO, GINA";"215-538-4393";f;"WAWA, STORE # 8044";"2017-09-01 16:01:00";8044;"00:00:00";"00:00:00";t;2.759;3.059;3.259;"0101000020E61000005FD218ADA3D752C019028063CF3A4440"
925;"53da88cfe4b06d8358062514";t;"TREDANARI, MARC";t;"5201 Harding Hwy.";"Mays Landing";"NJ";"08330";-74.702353;39.446471;"WEISER, MARIAN";"609-909-0418";f;"WAWA, STORE # 0925";"2017-09-01 16:01:00";925;"00:00:00";"00:00:00";t;2.559;2.859;3.059;"0101000020E6100000D74FFF59F3AC52C064CE33F625B94340"
778;"53da88bfe4b0e755dc4ec4ec";t;"CONLAN, SAMANTHA";t;"1317 Market St.";"Gloucester";"NJ";"08030";-75.111079;39.88779;"READ, JASON";"856-456-8566";f;"WAWA, STORE # 0778";"2017-09-01 16:01:00";778;"00:00:00";"00:00:00";f;;;;"0101000020E61000006F1118EB1BC752C0A1DB4B1AA3F14340"
972;"53da88d6e4b06d83580625fe";t;"CONLAN, SAMANTHA";t;"602 Black Horse Pk.";"Mount Ephraim";"NJ";"08059";-75.087223;39.886885;"READ, JASON";"856-456-3508";f;"WAWA, STORE # 0972";"2017-09-01 16:01:00";972;"00:00:00";"00:00:00";t;2.499;2.779;2.999;"0101000020E6100000601DC70F95C552C00F289B7285F14340"
297;"53da88c7e4b06d83580623f1";t;"MAGEE, JAMES";t;"3300 Schoenersville Rd.";"Bethlehem";"PA";"18017";-75.418221;40.658736;"DEPAOLO, GINA";"610-865-8270";f;"WAWA, STORE # 0297";"2017-09-01 16:01:00";297;"00:00:00";"00:00:00";t;2.759;3.059;3.259;"0101000020E610000007600322C4DA52C05359147651544440"
8340;"54feaab3e4b01fb7910a2f4d";t;"CONLAN, SAMANTHA";t;"280 WHITE HORSE PIKE";"BARRINGTON";"NJ";"08007";-75.045252;39.871837;"READ, JASON";"856-546-4936";f;"WAWA, STORE # 8340";"2017-09-01 16:01:00";8340;"00:00:00";"00:00:00";t;2.499;2.799;2.999;"0101000020E61000000805A568E5C252C0AC38D55A98EF4340"
8001;"53da88d7e4b06d8358062652";t;"MAGEE, JAMES";t;"1584 8th Ave.";"Bethlehem";"PA";"18018";-75.395232;40.635609;"DEPAOLO, GINA";"610-865-8275";f;"WAWA, STORE # 8001";"2017-09-01 16:01:00";8001;"00:00:00";"00:00:00";t;2.779;3.079;3.299;"0101000020E61000004A95287B4BD952C08A05BEA25B514440"
730;"53da88c9e4b06d8358062409";t;"CONLAN, SAMANTHA";f;"320 South White Horse Pk.";"Audubon";"NJ";"08106";-75.065499;39.890466;"READ, JASON";"856-547-9292";f;"WAWA, STORE # 0730";"2017-09-01 16:01:00";730;"06:00:00";"23:00:00";f;;;;"0101000020E6100000EDBAB72231C452C0981936CAFAF14340"
8093;"571a4af8e4b03b7805470992";t;"CHRISTENSEN, RONALD";t;"1900 MARKET ST";"PHILADELPHIA";"PA";"19103";-75.172822;39.953317;"SIMONETTI, DAVID";"215-908-5727";f;"WAWA, STORE # 8093";"2017-09-01 16:01:00";8093;"00:00:00";"00:00:00";f;;;;"0101000020E6100000E08101840FCB52C044DC9C4A06FA4340"
8069;"5527893ae4b0838b06ab020e";t;"CHRISTENSEN, RONALD";t;"201 SOUTH BROAD STREET";"PHILADELPHIA";"PA";"19107-5303";-75.16394;39.949165;"SIMONETTI, DAVID";"215-732-1379";f;"WAWA, STORE # 8069";"2017-09-01 16:01:00";8069;"00:00:00";"00:00:00";f;;;;"0101000020E610000066A032FE7DCA52C001C11C3D7EF94340"
86;"53da88c9e4b06d835806242c";t;"CHRISTENSEN, RONALD";t;"1707 Arch St.";"Philadelphia";"PA";"19103";-75.168362;39.955203;"SIMONETTI, DAVID";"215-977-9558";f;"WAWA, STORE # 0086";"2017-09-01 16:01:00";86;"00:00:00";"00:00:00";f;;;;"0101000020E6100000E8F86871C6CA52C04205871744FA4340"
253;"53da88c7e4b06d8358062402";t;"SCHWARTZ, VICKI";t;"100 Crawford Ave.";"Conshohocken";"PA";"19428";-75.309936;40.067862;"DEPAOLO, GINA";"610-825-0424";f;"WAWA, STORE # 0253";"2017-09-01 16:01:00";253;"00:00:00";"00:00:00";f;;;;"0101000020E610000098F6CDFDD5D352C01152B7B3AF084440"
753;"53da88bfe4b0e755dc4ec4f7";t;"CATERINA, SHERRI";t;"5212 Ventnor Ave.";"Ventnor";"NJ";"08406";-74.471201;39.343155;"WEISER, MARIAN";"609-822-1196";f;"WAWA, STORE # 0753";"2017-09-01 16:01:00";753;"00:00:00";"00:00:00";f;;;;"0101000020E6100000EB353D28289E52C0BD3AC780ECAB4340"
434;"53da88bfe4b0e755dc4ec4e4";t;"CATERINA, SHERRI";t;"301 North Dorset Ave.";"Ventnor";"NJ";"08406";-74.48057;39.344962;"WEISER, MARIAN";"609-822-4857";f;"WAWA, STORE # 0434";"2017-09-01 16:01:00";434;"00:00:00";"00:00:00";f;;;;"0101000020E6100000145CACA8C19E52C06F2EFEB627AC4340"
161;"53da88cce4b06d8358062477";t;"CHRISTENSEN, RONALD";t;"2040 Hamilton St.";"Philadelphia";"PA";"19130";-75.173052;39.962279;"SIMONETTI, DAVID";"215-988-0648";f;"WAWA, STORE # 0161";"2017-09-01 16:01:00";161;"00:00:00";"00:00:00";f;;;;"0101000020E61000007920B24813CB52C0555051F52BFB4340"
216;"53da88c7e4b06d83580623d4";t;"SCHWARTZ, VICKI";t;"112 West Fourth St.";"Bridgeport";"PA";"19405";-75.345076;40.105322;"DEPAOLO, GINA";"610-279-0824";f;"WAWA, STORE # 0216";"2017-09-01 16:01:00";216;"00:00:00";"00:00:00";f;;;;"0101000020E61000009CA8A5B915D652C050C6F8307B0D4440"
222;"53da88c6e4b06d83580623a6";t;"EVANS, CHARLES";t;"981 North Wales Rd.";"North Wales";"PA";"19454";-75.241059;40.244601;"DEPAOLO, GINA";"215-361-2484";f;"WAWA, STORE # 0222";"2017-09-01 16:01:00";222;"00:00:00";"00:00:00";f;;;;"0101000020E6100000045ABA826DCF52C0D2C8E7154F1F4440"
8071;"5572aeb1e4b0890771520754";t;"SCHWARTZ, VICKI";t;"1300 E. RIDGE PIKE";"PLYMOUTH MEETING";"PA";"19462";-75.319863;40.107195;"DEPAOLO, GINA";"484-679-1291";f;"WAWA, STORE # 8071";"2017-09-01 16:01:00";8071;"00:00:00";"00:00:00";t;2.799;3.099;3.299;"0101000020E6100000D40CA9A278D452C0B9A5D590B80D4440"
8018;"53da88cae4b06d8358062460";t;"EVANS, CHARLES";t;"119 Bethlehem Pk.";"Colmar";"PA";"18915";-75.254899;40.269687;"DEPAOLO, GINA";"215-997-2107";f;"WAWA, STORE # 8018";"2017-09-01 16:01:00";8018;"00:00:00";"00:00:00";t;2.799;2.999;3.299;"0101000020E61000001E32E54350D052C00394861A85224440"
148;"53da88c4e4b06d835806237b";t;"CHRISTENSEN, RONALD";t;"1139 Horsham Rd.";"Horsham";"PA";"19044";-75.185197;40.210931;"SIMONETTI, DAVID";"215-641-2830";f;"WAWA, STORE # 0148";"2017-09-01 16:01:00";148;"00:00:00";"00:00:00";t;2.759;3.059;3.259;"0101000020E61000004F948444DACB52C0365B79C9FF1A4440"
200;"53da88bfe4b0e755dc4ec4dc";t;"EVANS, CHARLES";t;"545 West Butler Ave.";"Chalfont";"PA";"18914";-75.228587;40.266414;"DEPAOLO, GINA";"215-997-2445";f;"WAWA, STORE # 0200";"2017-09-01 16:01:00";200;"00:00:00";"00:00:00";f;;;;"0101000020E61000009C525E2BA1CE52C028999CDA19224440"
8326;"53da88d1e4b06d8358062595";t;"KENT, SCOTT";t;"150 Essex St.";"Lodi";"NJ";"07644";-74.073;40.891529;"READ, JASON";"201-843-2941";f;"WAWA, STORE # 8326";"2017-09-01 16:01:00";8326;"00:00:00";"00:00:00";t;2.499;2.799;2.979;"0101000020E6100000E9263108AC8452C0C1374D9F1D724440"
8056;"53da88c7e4b06d83580623dd";t;"EVANS, CHARLES";t;"2480 Bethlehem Pk.";"Hatfield";"PA";"19440";-75.284154;40.297731;"DEPAOLO, GINA";"215-822-0690";f;"WAWA, STORE # 8056";"2017-09-01 16:01:00";8056;"00:00:00";"00:00:00";t;2.799;2.999;3.299;"0101000020E6100000C44142942FD252C0B000A60C1C264440"
5119;"53da88c4e4b06d835806239c";t;"HARRELL, CHARLENE";t;"8849 W Irlo Bronson Memorial H";"Winter Garden";"FL";"34787";-81.647142;28.347676;"SOUDERS, TODD";"407-477-1050";f;"WAWA, STORE # 5119";"2017-09-01 16:01:00";5119;"00:00:00";"00:00:00";t;2.599;2.849;3.099;"0101000020E61000008E7747C66A6954C0A69A594B01593C40"
477;"53da88cce4b06d83580624ca";t;"CONLAN, SAMANTHA";t;"800 White Horse Pk.";"Oaklyn";"NJ";"08107";-75.076245;39.9007;"READ, JASON";"856-858-1543";f;"WAWA, STORE # 0477";"2017-09-01 16:01:00";477;"00:00:00";"00:00:00";f;;;;"0101000020E6100000F25EB532E1C452C0ECC039234AF34340"
8037;"53da88d4e4b06d83580625c6";t;"MAGEE, JAMES";t;"741 East Broad St.";"Bethlehem";"PA";"18018";-75.360804;40.622732;"DEPAOLO, GINA";"610-758-9472";f;"WAWA, STORE # 8037";"2017-09-01 16:01:00";8037;"00:00:00";"00:00:00";t;2.759;3.099;3.299;"0101000020E61000000611A96917D752C01A16A3AEB54F4440"
197;"53da88d6e4b06d8358062640";t;"SEEGER, JOY";t;"1781 Route 209";"Brodheadsville";"PA";"18322";-75.39354;40.924421;"DEPAOLO, GINA";"570-992-2511";f;"WAWA, STORE # 0197";"2017-09-01 16:01:00";197;"00:00:00";"00:00:00";f;;;;"0101000020E6100000BE6A65C22FD952C0295E656D53764440"
271;"53da88d7e4b06d8358062656";t;"CHRISTENSEN, RONALD";t;"535 Horsham Rd.";"Horsham";"PA";"19044";-75.145347;40.187074;"SIMONETTI, DAVID";"215-441-6390";f;"WAWA, STORE # 0271";"2017-09-01 16:01:00";271;"00:00:00";"00:00:00";t;2.759;3.059;3.259;"0101000020E610000097E4805D4DC952C049F7730AF2174440"
67;"53da88c4e4b06d8358062382";t;"SCHWARTZ, VICKI";t;"1726 Butler Pk.";"Conshohocken";"PA";"19428";-75.290954;40.090335;"DEPAOLO, GINA";"610-834-0364";f;"WAWA, STORE # 0067";"2017-09-01 16:01:00";67;"00:00:00";"00:00:00";f;;;;"0101000020E6100000FCA886FD9ED252C09357E718900B4440"
285;"53da88c4e4b06d835806236f";t;"BOYER, JASON";t;"1510 Easton Rd.";"Horsham";"PA";"19044";-75.138767;40.209981;"SIMONETTI, DAVID";"215-441-3050";f;"WAWA, STORE # 0285";"2017-09-01 16:01:00";285;"00:00:00";"00:00:00";t;2.759;3.059;3.259;"0101000020E6100000E6B0FB8EE1C852C004E44BA8E01A4440"
97;"53da88c3e4b06d8358062343";t;"SCHWARTZ, VICKI";t;"406 Germantown Pk.";"Lafayette Hill";"PA";"19444";-75.261567;40.092401;"DEPAOLO, GINA";"610-825-2560";f;"WAWA, STORE # 0097";"2017-09-01 16:01:00";97;"00:00:00";"00:00:00";f;;;;"0101000020E61000009FAD8383BDD052C0118FC4CBD30B4440"
221;"53da88d7e4b06d8358062642";t;"BOYER, JASON";t;"550 Easton Rd.";"Warrington";"PA";"18976";-75.139834;40.228141;"SIMONETTI, DAVID";"215-343-6350";f;"WAWA, STORE # 0221";"2017-09-01 16:01:00";221;"00:00:00";"00:00:00";f;;;;"0101000020E61000009B374E0AF3C852C039F06AB9331D4440"
204;"53da88d1e4b06d8358062577";t;"CHRISTENSEN, RONALD";t;"50 North York Rd.";"Hatboro";"PA";"19040";-75.105371;40.179001;"SIMONETTI, DAVID";"215-674-3192";f;"WAWA, STORE # 0204";"2017-09-01 16:01:00";204;"00:00:00";"00:00:00";f;;;;"0101000020E610000099BC0166BEC652C0C4793881E9164440"
994;"53da88c7e4b06d83580623e9";t;"SIMMONS, THOMAS";t;"320 Route 72 East";"Manahawkin";"NJ";"08050";-74.250095;39.687878;"MURPHY, MAUREEN";"609-978-4153";f;"WAWA, STORE # 0994";"2017-09-01 16:01:00";994;"00:00:00";"00:00:00";t;2.559;2.859;3.039;"0101000020E61000002979758E019052C0A6D1E4620CD84340"
229;"53da88d6e4b06d835806263b";t;"BOYER, JASON";t;"320 West Route 313";"Perkasie";"PA";"18944";-75.219607;40.381691;"SIMONETTI, DAVID";"215-249-1677";f;"WAWA, STORE # 0229";"2017-09-01 16:01:00";229;"00:00:00";"00:00:00";f;;;;"0101000020E610000040BE840A0ECE52C0B9162D40DB304440"
5138;"53da88c6e4b06d83580623bd";t;"CARRAGHER, MICHAEL";t;"8574 S. Orange Blossom Trail";"Orlando";"FL";"32809";-81.404448;28.440562;"SOUDERS, TODD";"407-856-4631";f;"WAWA, STORE # 5138";"2017-09-01 16:01:00";5138;"00:00:00";"00:00:00";t;2.599;2.849;3.099;"0101000020E6100000B03BDD79E25954C040DCD5ABC8703C40"
5207;"55cda62ce4b0431100de0397";t;"CARRAGHER, MICHAEL";t;"10052 Curry Ford Rd";"Orlando";"FL";"32825";-81.241;28.5094;"SOUDERS, TODD";"407-552-9123";f;"WAWA, STORE # 5207";"2017-09-01 16:01:00";5207;"00:00:00";"00:00:00";t;2.599;2.849;3.099;"0101000020E61000008195438B6C4F54C01895D40968823C40"
125;"53da88c7e4b06d83580623f2";t;"FRIES, JENNIFER";t;"7236-40 Germantown Ave.";"Philadelphia";"PA";"19119";-75.192028;40.060799;"SIMONETTI, DAVID";"215-242-0820";f;"WAWA, STORE # 0125";"2017-09-01 16:01:00";125;"00:00:00";"00:00:00";f;;;;"0101000020E6100000A4FACE2F4ACC52C09450FA42C8074440"
149;"53da88bfe4b0e755dc4ec4e1";t;"ALTEMUS, REBECCA";t;"10 Davisville Rd.";"Warminster";"PA";"18974";-75.071227;40.171618;"SIMONETTI, DAVID";"215-942-8680";f;"WAWA, STORE # 0149";"2017-09-01 16:01:00";149;"00:00:00";"00:00:00";t;2.779;3.079;3.279;"0101000020E6100000E6E5B0FB8EC452C0D5B32094F7154440"
8055;"53da88c9e4b06d8358062408";t;"HASIAK, TOM";t;"549 West Street Rd.";"Warminster";"PA";"18974";-75.09454;40.204685;"SIMONETTI, DAVID";"215-444-0894";f;"WAWA, STORE # 8055";"2017-09-01 16:01:00";8055;"00:00:00";"00:00:00";t;2.779;3.079;3.279;"0101000020E61000007C0A80F10CC652C0AA7D3A1E331A4440"
8325;"53da88c3e4b06d835806234a";t;"KIERNAN, JOHN";t;"50 Haddonfield Rd.";"Cherry Hill";"NJ";"08002";-75.028033;39.949338;"READ, JASON";"856-662-2110";f;"WAWA, STORE # 8325";"2017-09-01 16:01:00";8325;"00:00:00";"00:00:00";t;2.499;2.779;2.969;"0101000020E61000005C8DEC4ACBC152C0CE6C57E883F94340"
990;"53da88d4e4b06d83580625ea";t;"KIERNAN, JOHN";t;"2290 Clement Ave.";"Pennsauken";"NJ";"08030";-75.050515;39.964236;"READ, JASON";"856-665-0690";f;"WAWA, STORE # 0990";"2017-09-01 16:01:00";990;"00:00:00";"00:00:00";t;2.539;2.819;3.009;"0101000020E6100000473D44A33BC352C01CD0D2156CFB4340"
8036;"53da88d1e4b06d835806256b";t;"MAGEE, JAMES";t;"2525 Easton Ave.";"Bethlehem";"PA";"18017";-75.348251;40.644263;"DEPAOLO, GINA";"610-758-8646";f;"WAWA, STORE # 8036";"2017-09-01 16:01:00";8036;"00:00:00";"00:00:00";t;2.759;3.079;3.279;"0101000020E610000028F38FBE49D652C0ED82C13577524440"
21;"53da88cee4b06d8358062503";t;"SCHWARTZ, VICKI";t;"1601 Bethlehem Pk.";"Flourtown";"PA";"19031";-75.213899;40.106591;"DEPAOLO, GINA";"215-233-0210";f;"WAWA, STORE # 0021";"2017-09-01 16:01:00";21;"00:00:00";"00:00:00";f;;;;"0101000020E61000006A696E85B0CD52C023861DC6A40D4440"
8080;"5589182ce4b03b6b0b192401";t;"FRIES, JENNIFER";t;"8250 LIMEKILN PK";"WYNCOTE";"PA";"19095";-75.160561;40.078909;"SIMONETTI, DAVID";"215-422-3018";f;"WAWA, STORE # 8080";"2017-09-01 16:01:00";8080;"00:00:00";"00:00:00";t;2.779;3.079;3.279;"0101000020E6100000D600A5A146CA52C0172EABB0190A4440"
589;"53da88cfe4b06d8358062521";t;"MC AROY, CHERYL";t;"8118 Ocean Gateway";"Easton";"MD";"21601";-76.061093;38.77176;"SHARPLESS, JOHN";"410-819-3830";f;"WAWA, STORE # 0589";"2017-09-01 16:01:00";589;"00:00:00";"00:00:00";t;2.699;3.019;3.219;"0101000020E6100000EE409DF2E80353C0342E1C08C9624340"
8022;"53da88cce4b06d8358062498";t;"BOYER, JASON";t;"1937 YORK RD";"JAMISON";"PA";"18929-1615";-75.09051;40.24629;"SIMONETTI, DAVID";"215-343-4934";f;"WAWA, STORE # 8022";"2017-09-01 16:01:00";8022;"00:00:00";"00:00:00";t;2.779;3.079;3.279;"0101000020E6100000807D74EACAC552C07AAA436E861F4440"
383;"53da88cce4b06d8358062472";t;"FETTERMAN, JENNIFER";t;"100 12th St.";"Hammonton";"NJ";"08037";-74.805541;39.633632;"WEISER, MARIAN";"609-567-7735";f;"WAWA, STORE # 0383";"2017-09-01 16:01:00";383;"00:00:00";"00:00:00";f;;;;"0101000020E610000094A5D6FB8DB352C07BD976DA1AD14340"
8311;"53da88c9e4b06d8358062444";t;"HORN, PHILLIP";t;"1824 Marlton Pk. East";"Cherry Hill";"NJ";"08003";-74.974158;39.906502;"MURPHY, MAUREEN";"856-988-6412";f;"WAWA, STORE # 8311";"2017-09-01 16:01:00";8311;"00:00:00";"00:00:00";t;2.499;2.799;2.999;"0101000020E6100000C1C8CB9A58BE52C01AE1ED4108F44340"
732;"53da88c9e4b06d8358062448";t;"HORN, PHIL";t;"1110 ROUTE 70 EAST";"Cherry Hill";"NJ";"08034";-74.997273;39.911936;"MURPHY, MAUREEN";"856-429-0127";f;"WAWA, STORE # 0732";"2017-09-01 16:01:00";732;"00:00:00";"00:00:00";f;;;;"0101000020E6100000C40B2252D3BF52C0C405A051BAF44340"
