X,Y,locationid,objectid,hasmenu,areamanager,open24hours,address,city,state,zip,longitude,latitude,regionaldirector,telephone,isactive,storename,lastupdated,storenumber,storeopen,storeclose,hasfuel,unleadedprice,plusprice,premiumprice
-75.975601,40.306261,8010,53da88d9e4b06d835806267e,t,"MANN, CLAIRE",t,100 West Lancaster Ave,Wyomissing,PA,19610,-75.975601,40.306261,"DEPAOLO, GINA",610-775-5900,t,"WAWA, STORE # 8010",2017-09-07 16:01:00,8010,00:00:00,00:00:00,t,2.859,3.159,3.359
-76.007688,40.564339,8051,53da88cce4b06d835806249e,t,"MANN, CLAIRE",t,515 LOWLAND ROAD,HAMBURG,PA,19526,-76.007688,40.564339,"DEPAOLO, GINA",610-562-8314,t,"WAWA, STORE # 8051",2017-09-07 16:01:00,8051,00:00:00,00:00:00,t,2.899,3.199,3.499
-75.057231,40.04015,8052,53da88c3e4b06d8358062358,t,"ALTEMUS, REBECCA",t,7001 Roosevelt Blvd.,Philadelphia,PA,19149,-75.057231,40.04015,"SIMONETTI, DAVID",215-331-0245,t,"WAWA, STORE # 8052",2017-09-07 16:01:00,8052,00:00:00,00:00:00,t,2.899,3.199,3.399
-74.847126,39.973648,347,53da88d4e4b06d83580625ac,t,"MORENO, SANDRA",t,1301 Route 38,Hainesport,NJ,08036,-74.847126,39.973648,"READ, JASON",609-261-9384,t,"WAWA, STORE # 0347",2017-09-07 16:01:00,347,00:00:00,00:00:00,f,,,
-74.58288,39.969574,745,53da88d4e4b06d83580625e4,t,"MOREY, JOHN",t,7 Julistown Rd.,Browns Mills,NJ,08015,-74.58288,39.969574,"MURPHY, MAUREEN",609-893-5808,t,"WAWA, STORE # 0745",2017-09-07 16:01:00,745,00:00:00,00:00:00,f,,,
-74.806405,39.981577,957,53da88d1e4b06d835806256c,t,"MORENO, SANDRA",t,1522 Route 38,Lumberton,NJ,08048,-74.806405,39.981577,"READ, JASON",609-267-3474,t,"WAWA, STORE # 0957",2017-09-07 16:01:00,957,00:00:00,00:00:00,t,2.699,2.999,3.199
-75.023704,40.077246,8030,53da88cce4b06d8358062484,t,"ALTEMUS, REBECCA",t,2600 Grant Ave.,Philadelphia,PA,19114,-75.023704,40.077246,"SIMONETTI, DAVID",215-677-1708,t,"WAWA, STORE # 8030",2017-09-07 16:01:00,8030,00:00:00,00:00:00,t,2.899,3.199,3.399
-75.044003,40.087823,8054,53da88cee4b06d83580624d8,t,"ALTEMUS, REBECCA",t,9377 Krewstown Rd.,Philadelphia,PA,19115,-75.044003,40.087823,"SIMONETTI, DAVID",215-464-2628,t,"WAWA, STORE # 8054",2017-09-07 16:01:00,8054,00:00:00,00:00:00,t,2.899,3.199,3.399
-75.005173,40.068957,8064,53da88d6e4b06d8358062625,t,"ALTEMUS, REBECCA",t,3341 Grant Ave,Philadelphia,PA,19114,-75.005173,40.068957,"SIMONETTI, DAVID",215-824-1283,t,"WAWA, STORE # 8064",2017-09-07 16:01:00,8064,00:00:00,00:00:00,t,2.879,3.179,3.379
-74.734476,39.970789,8300,53da88d4e4b06d83580625be,t,"MOREY, JOHN",t,2356 Route 206,Southampton,NJ,08088,-74.734476,39.970789,"MURPHY, MAUREEN",609-267-1257,t,"WAWA, STORE # 8300",2017-09-07 16:01:00,8300,00:00:00,00:00:00,t,2.699,2.999,3.199
-74.253915,39.759121,8309,53da88d8e4b06d8358062671,t,"SIMMONS, THOMAS",t,945 West Bay Ave.,Barnegat,NJ,08005,-74.253915,39.759121,"MURPHY, MAUREEN",609-607-3362,t,"WAWA, STORE # 8309",2017-09-07 16:01:00,8309,00:00:00,00:00:00,t,2.739,3.039,3.239
-75.933876,39.984252,263,53da88cfe4b06d8358062520,t,"EDWARDS, CHRISTOPHER",t,3711 West Lincoln Hwy.,Parkesburg,PA,19365,-75.933876,39.984252,"HERLING, TERRENCE",610-857-4206,t,"WAWA, STORE # 0263",2017-09-07 16:01:00,263,00:00:00,00:00:00,t,2.839,3.139,3.339
-74.960139,40.074162,45,53da88d6e4b06d8358062638,t,"HAMBRIDGE, SCOTT",t,1549 Bristol Pk.,Andalusia,PA,19020,-74.960139,40.074162,"SIMONETTI, DAVID",215-245-0879,t,"WAWA, STORE # 0045",2017-09-07 16:01:00,45,00:00:00,00:00:00,f,,,
-75.916313,40.364596,153,53da88d4e4b06d83580625c5,t,"MANN, CLAIRE",t,1946 North 11th St.,Reading,PA,19604,-75.916313,40.364596,"DEPAOLO, GINA",610-921-4500,t,"WAWA, STORE # 0153",2017-09-07 16:01:00,153,00:00:00,00:00:00,t,2.859,3.159,3.359
-77.438142,39.392107,554,53da88cce4b06d835806249d,t,"LUST, RENEE",t,5833 Ballenger Creek Pk.,Frederick,MD,21703,-77.438142,39.392107,"SHARPLESS, JOHN",301-668-1502,t,"WAWA, STORE # 0554",2017-09-07 16:01:00,554,00:00:00,00:00:00,t,2.679,2.959,3.159
-80.673983,28.078527,5192,55ae05c6e4b0ea5ba2dcdafc,t,"MCGRATH, KEVIN",t,3161 W New Haven Ave,Melbourne,FL,32904,-80.673983,28.078527,"SOUDERS, TODD",321-952-4923,t,"WAWA, STORE # 5192",2017-09-07 16:01:00,5192,00:00:00,00:00:00,t,2.699,2.949,3.199
-75.24836,40.680512,8032,53da88cce4b06d83580624a2,t,"MAGEE, JAMES",t,631 South 25th St.,Palmer,PA,18045,-75.24836,40.680512,"DEPAOLO, GINA",610-252-4152,t,"WAWA, STORE # 8032",2017-09-07 16:01:00,8032,00:00:00,00:00:00,t,2.899,3.199,3.399
-75.209853,40.687048,89,53da88d4e4b06d83580625ed,t,"MAGEE, JAMES",t,310 Larry Holmes Dr.,Easton,PA,18042,-75.209853,40.687048,"DEPAOLO, GINA",610-252-4137,t,"WAWA, STORE # 0089",2017-09-07 16:01:00,89,00:00:00,00:00:00,f,,,
-75.205481,40.700198,101,53da88c6e4b06d83580623af,t,"MAGEE, JAMES",t,225 Cattell St.,Easton,PA,18042,-75.205481,40.700198,"DEPAOLO, GINA",610-253-4312,t,"WAWA, STORE # 0101",2017-09-07 16:01:00,101,00:00:00,00:00:00,f,,,
-74.595234,39.897664,388,53da88c9e4b06d8358062423,t,"MOREY, JOHN",t,4 Route 72,Vincetown,NJ,08088,-74.595234,39.897664,"MURPHY, MAUREEN",609-894-9708,t,"WAWA, STORE # 0388",2017-09-07 16:01:00,388,00:00:00,00:00:00,f,,,
-75.600577,38.358158,555,53da88c4e4b06d8358062385,t,"MC AROY, CHERYL",t,668-682 South Salisbury Blvd.,Salisbury,MD,21801,-75.600577,38.358158,"SHARPLESS, JOHN",410-677-0384,t,"WAWA, STORE # 0555",2017-09-07 16:01:00,555,00:00:00,00:00:00,t,2.699,2.979,3.179
-76.47675,38.286938,587,53da88d4e4b06d83580625af,t,"DAVIS, MICHAEL",t,22530 Three Notch Rd.,Lexington Park,MD,20653,-76.47675,38.286938,"SHARPLESS, JOHN",240-725-0531,t,"WAWA, STORE # 0587",2017-09-07 16:01:00,587,00:00:00,00:00:00,t,2.699,2.999,3.299
-74.706602,40.127535,919,53da88d6e4b06d835806263d,t,"MORENO, SANDRA",t,1076 Route 206,Bordentown,NJ,08505,-74.706602,40.127535,"READ, JASON",609-291-2081,t,"WAWA, STORE # 0919",2017-09-07 16:01:00,919,00:00:00,00:00:00,f,,,
-74.793494,40.101451,921,53da88c9e4b06d835806244c,t,"MORENO, SANDRA",t,2060 ROUTE 130,Burlington,NJ,08016,-74.793494,40.101451,"READ, JASON",609-499-4093,t,"WAWA, STORE # 0921",2017-09-07 16:01:00,921,00:00:00,00:00:00,t,2.699,2.999,3.199
-75.141715,40.675516,8313,53da88c9e4b06d8358062414,t,"MAGEE, JAMES",t,1300 ROUTE 22,PHILLIPSBURG,NJ,08865,-75.141715,40.675516,"DEPAOLO, GINA",908-387-9511,t,"WAWA, STORE # 8313",2017-09-07 16:01:00,8313,00:00:00,00:00:00,t,2.739,3.059,3.259
-74.896553,40.154825,70,53da88cce4b06d83580624c9,t,"HASIAK, TOM",t,1528 Trenton Rd.,Langhorne,PA,19047,-74.896553,40.154825,"SIMONETTI, DAVID",215-757-1037,t,"WAWA, STORE # 0070",2017-09-07 16:01:00,70,00:00:00,00:00:00,f,,,
-74.875128,40.140377,184,53da88cce4b06d835806249c,t,"HASIAK, TOM",t,5220 New Falls Rd.,Levittown,PA,19056,-74.875128,40.140377,"SIMONETTI, DAVID",215-945-1020,t,"WAWA, STORE # 0184",2017-09-07 16:01:00,184,00:00:00,00:00:00,f,,,
-76.986302,38.548771,584,53da88cee4b06d83580624df,t,"DAVIS, MICHAEL",t,5955 Crain Hwy.,LaPlata,MD,20646,-76.986302,38.548771,"SHARPLESS, JOHN",301-609-7295,t,"WAWA, STORE # 0584",2017-09-07 16:01:00,584,00:00:00,00:00:00,t,2.699,2.959,3.159
-75.175232,40.696473,985,53da88bee4b0e755dc4ec4cb,t,"MAGEE, JAMES",t,411 Roseberry St.,Phillipsburg,NJ,08865,-75.175232,40.696473,"DEPAOLO, GINA",908-454-3192,t,"WAWA, STORE # 0985",2017-09-07 16:01:00,985,00:00:00,00:00:00,t,2.739,3.039,3.239
-74.848384,40.160665,8004,53da88c4e4b06d8358062390,t,"HASIAK, TOM",t,7625 New Falls Road,Levittown,PA,19055,-74.848384,40.160665,"SIMONETTI, DAVID",215-949-2401,t,"WAWA, STORE # 8004",2017-09-07 16:01:00,8004,00:00:00,00:00:00,t,2.899,3.219,3.419
-74.535083,40.067546,798,53da88d7e4b06d835806264f,t,"MORENO, SANDRA",t,1 Maple Ave.,New Egypt,NJ,08533,-74.535083,40.067546,"READ, JASON",609-758-3668,t,"WAWA, STORE # 0798",2017-09-07 16:01:00,798,00:00:00,00:00:00,f,,,
-75.735578,39.66232,819,53da88cce4b06d8358062495,t,"CHICKELERO, BONNIE",f,274 East Chestnut Hill Rd.,Newark,DE,19713,-75.735578,39.66232,"SHARPLESS, JOHN",302-453-9195,t,"WAWA, STORE # 0819",2017-09-07 16:01:00,819,05:00:00,24:00:00,f,,,
-75.66061,39.631913,823,53da88d1e4b06d8358062546,t,"DAVIS, ANTHONY",t,1100 Pulaski Hwy.,Bear,DE,19701,-75.66061,39.631913,"SHARPLESS, JOHN",302-834-0249,t,"WAWA, STORE # 0823",2017-09-07 16:01:00,823,00:00:00,00:00:00,f,,,
-75.695369,39.668323,829,53da88c9e4b06d835806240c,t,"CHICKELERO, BONNIE",f,1 Salem Village Square,Newark,DE,19702,-75.695369,39.668323,"SHARPLESS, JOHN",302-738-6070,t,"WAWA, STORE # 0829",2017-09-07 16:01:00,829,05:00:00,24:00:00,f,,,
-75.70061,39.70001,861,53da88d1e4b06d835806257e,t,"CHICKELERO, BONNIE",t,1750 Capitol Trail,Newark,DE,19711,-75.70061,39.70001,"SHARPLESS, JOHN",302-737-8138,t,"WAWA, STORE # 0861",2017-09-07 16:01:00,861,00:00:00,00:00:00,t,2.679,2.939,3.139
-74.200935,39.82924,958,53da88bee4b0e755dc4ec496,t,"SIMMONS, THOMAS",t,444 South Main,Forked River,NJ,08731,-74.200935,39.82924,"MURPHY, MAUREEN",609-693-5119,t,"WAWA, STORE # 0958",2017-09-07 16:01:00,958,00:00:00,00:00:00,t,2.699,2.999,3.199
-74.851844,40.505169,991,53da88cfe4b06d8358062523,t,"HOLLAND, DANIEL",t,20 Hwy. 31,Flemington,NJ,08822,-74.851844,40.505169,"READ, JASON",908-806-2378,t,"WAWA, STORE # 0991",2017-09-07 16:01:00,991,00:00:00,00:00:00,t,2.699,2.999,3.199
-74.998947,39.483951,999,53da88bee4b0e755dc4ec4cc,t,"GORDON, GEORGE",t,61 South Main Rd.,Vineland,NJ,08361,-74.998947,39.483951,"WEISER, MARIAN",856-563-5390,t,"WAWA, STORE # 0999",2017-09-07 16:01:00,999,00:00:00,00:00:00,t,2.699,2.999,3.199
-81.288861,28.516088,5131,53da88d1e4b06d8358062564,t,"CARRAGHER, MICHAEL",t,2225 South Goldenrod Rd.,Orlando,FL,32822,-81.288861,28.516088,"SOUDERS, TODD",407-382-4185,t,"WAWA, STORE # 5131",2017-09-07 16:01:00,5131,00:00:00,00:00:00,t,2.699,2.949,3.199
-80.671631,28.201256,5190,559798cbe4b0f6c705207f6b,t,"MCGRATH, KEVIN",t,5605 WICKHAM RD,PALM SHORES,FL,32940,-80.671631,28.201256,"SOUDERS, TODD",321-255-4861,t,"WAWA, STORE # 5190",2017-09-07 16:01:00,5190,00:00:00,00:00:00,t,2.699,2.949,3.199
-75.580498,39.692796,852,53da88d4e4b06d83580625de,t,"DAVIS, ANTHONY",t,1515 North Dupont Hwy.,New Castle,DE,19720,-75.580498,39.692796,"SHARPLESS, JOHN",302-324-0429,t,"WAWA, STORE # 0852",2017-09-07 16:01:00,852,00:00:00,00:00:00,t,2.699,2.959,3.159
-75.599037,39.694453,863,53da88c4e4b06d8358062364,t,"CHICKELERO, BONNIE",t,7 E. Commons Blvd.,New Castle,DE,19720,-75.599037,39.694453,"SHARPLESS, JOHN",302-328-1872,t,"WAWA, STORE # 0863",2017-09-07 16:01:00,863,00:00:00,00:00:00,t,2.699,2.959,3.159
-75.608339,39.663394,866,5450a814e4b0ca5d241c8b6c,t,"DAVIS, ANTHONY",t,117 S. DUPONT HWY,NEW CASTLE,DE,19720,-75.608339,39.663394,"SHARPLESS, JOHN",302-322-9650,t,"WAWA, STORE # 0866",2017-09-07 16:01:00,866,00:00:00,00:00:00,t,2.699,2.959,3.159
-74.777391,40.532491,916,53da88c7e4b06d83580623db,t,"HOLLAND, DANIEL",t,800 Route 202,Neshanic Station,NJ,08853,-74.777391,40.532491,"READ, JASON",908-806-0553,t,"WAWA, STORE # 0916",2017-09-07 16:01:00,916,00:00:00,00:00:00,f,,,
-75.207682,39.462321,966,53da88d1e4b06d8358062590,t,"ACKER, MICHELLE",t,1090 State Hwy. 77,Bridgeton,NJ,08302,-75.207682,39.462321,"WEISER, MARIAN",856-459-3104,t,"WAWA, STORE # 0966",2017-09-07 16:01:00,966,00:00:00,00:00:00,t,2.699,2.999,3.199
-81.256693,28.246726,5123,53da88cfe4b06d8358062530,t,"MCGRATH, KEVIN",t,1125 E. Irlo Bronson Memorial,St. Cloud,FL,34769,-81.256693,28.246726,"SOUDERS, TODD",407-891-7025,t,"WAWA, STORE # 5123",2017-09-07 16:01:00,5123,00:00:00,00:00:00,t,2.699,2.949,3.199
-75.494581,39.677161,8332,53da88bee4b0e755dc4ec4b4,t,"ACKER, MICHELLE",t,418 N BROADWAY,PENNSVILLE,NJ,08070,-75.494581,39.677161,"WEISER, MARIAN",856-299-0341,t,"WAWA, STORE # 8332",2017-09-07 16:01:00,8332,00:00:00,00:00:00,t,2.699,2.999,3.159
-74.63352,40.51813,439,53da88cee4b06d83580624f9,t,"HOLLAND, DANIEL",t,381 Triangle Rd.,Hillsborough,NJ,08844,-74.63352,40.51813,"READ, JASON",908-874-3094,t,"WAWA, STORE # 0439",2017-09-07 16:01:00,439,00:00:00,00:00:00,f,,,
-75.795187,39.834721,160,53da88d4e4b06d835806259c,t,"EDWARDS, CHRISTOPHER",t,761 Gap Newport Pk.,Avondale,PA,19311,-75.795187,39.834721,"HERLING, TERRENCE",610-268-8765,t,"WAWA, STORE # 0160",2017-09-07 16:01:00,160,00:00:00,00:00:00,t,2.899,3.199,3.399
-75.229074,39.616347,446,53da88cce4b06d83580624c8,t,"ACKER, MICHELLE",t,765 US-40,Elmer,NJ,08318,-75.229074,39.616347,"WEISER, MARIAN",856-358-0680,t,"WAWA, STORE # 0446",2017-09-07 16:01:00,446,00:00:00,00:00:00,f,,,
-74.151663,40.0042,937,53da88d6e4b06d835806260f,t,"WADE, ADAM",t,1725 Hooper Ave.,Toms River,NJ,08753,-74.151663,40.0042,"MURPHY, MAUREEN",732-864-1701,t,"WAWA, STORE # 0937",2017-09-07 16:01:00,937,00:00:00,00:00:00,t,2.739,3.019,3.239
-81.484319,28.256287,5124,53da88cee4b06d83580624fa,t,"HARRELL, CHARLENE",t,5035 S. Orange Blossom Tr.,Kissimmee,FL,34758,-81.484319,28.256287,"SOUDERS, TODD",407-944-3302,t,"WAWA, STORE # 5124",2017-09-07 16:01:00,5124,00:00:00,00:00:00,t,2.699,2.949,3.199
-81.309866,28.528127,5206,55cda62ce4b0431100de0396,t,"CARRAGHER, MICHAEL",t,1163 S SEMORAN BLVD,ORLANDO,FL,32807,-81.309866,28.528127,"SOUDERS, TODD",321-663-0766,t,"WAWA, STORE # 5206",2017-09-07 16:01:00,5206,00:00:00,00:00:00,t,2.699,2.949,3.199
-74.563693,40.567656,8341,55278942e4b0e7a53bc2b247,t,"HOLLAND, DANIEL",t,580 Union Ave.,Bridgewater,NJ,08807,-74.563693,40.567656,"READ, JASON",732-648-5551,t,"WAWA, STORE # 8341",2017-09-07 16:01:00,8341,00:00:00,00:00:00,t,2.699,2.999,3.199
-75.678447,40.019033,118,53da88d8e4b06d835806266c,t,"EDWARDS, CHRISTOPHER",t,1083 East Lancaster Ave.,Downingtown,PA,19335,-75.678447,40.019033,"HERLING, TERRENCE",610-873-5121,t,"WAWA, STORE # 0118",2017-09-07 16:01:00,118,00:00:00,00:00:00,t,2.899,3.219,3.419
-76.966881,39.56125,590,53da88bee4b0e755dc4ec4be,t,"LUST, RENEE",t,805 Leidy Rd.,Westminster,MD,21157,-76.966881,39.56125,"SHARPLESS, JOHN",410-871-1009,t,"WAWA, STORE # 0590",2017-09-07 16:01:00,590,00:00:00,00:00:00,t,2.659,2.959,3.159
-74.10807,40.038109,733,53da88c3e4b06d8358062344,t,"WADE, ADAM",t,383 Drum Point Rd.,Brick Twp.,NJ,08723,-74.10807,40.038109,"MURPHY, MAUREEN",732-477-5938,t,"WAWA, STORE # 0733",2017-09-07 16:01:00,733,00:00:00,00:00:00,f,,,
-75.29594,38.58468,837,53da88c3e4b06d835806235c,t,"MC AROY, CHERYL",t,102 East Dupont Hwy.,Millsboro,DE,19966,-75.29594,38.58468,"SHARPLESS, JOHN",302-934-1844,t,"WAWA, STORE # 0837",2017-09-07 16:01:00,837,00:00:00,00:00:00,t,2.699,2.999,3.199
-74.422119,40.435893,914,53da88c7e4b06d83580623dc,t,"KENT, SCOTT",t,426 Ryders Ln.,East Brunswick,NJ,08816,-74.422119,40.435893,"READ, JASON",732-432-7780,t,"WAWA, STORE # 0914",2017-09-07 16:01:00,914,00:00:00,00:00:00,f,,,
-74.340003,40.390848,940,53da88d4e4b06d83580625a6,t,"KENT, SCOTT",t,1453 Route 18 South,Old Bridge,NJ,08857,-74.340003,40.390848,"READ, JASON",732-360-3020,t,"WAWA, STORE # 0940",2017-09-07 16:01:00,940,00:00:00,00:00:00,t,2.699,3.099,3.199
-74.265899,39.990622,8307,53da88cce4b06d83580624a3,t,"MOREY, JOHN",t,1600 Route 37 RT37,TOMS RIVER,NJ,08757,-74.265899,39.990622,"MURPHY, MAUREEN",732-349-0052,t,"WAWA, STORE # 8307",2017-09-07 16:01:00,8307,00:00:00,00:00:00,t,2.739,3.059,3.259
-75.72946,40.259803,282,53da88bee4b0e755dc4ec4a5,t,"MANN, CLAIRE",t,10 Maplewood Dr.,Douglasville,PA,19518,-75.72946,40.259803,"DEPAOLO, GINA",610-385-1403,t,"WAWA, STORE # 0282",2017-09-07 16:01:00,282,00:00:00,00:00:00,t,2.859,3.159,3.359
-76.066071,38.561052,563,53da88d6e4b06d835806263c,t,"MC AROY, CHERYL",t,601 Sunburst Hwy.,Cambridge,MD,21613,-76.066071,38.561052,"SHARPLESS, JOHN",410-901-9794,t,"WAWA, STORE # 0563",2017-09-07 16:01:00,563,00:00:00,00:00:00,t,2.699,3.019,3.219
-75.501284,39.123006,845,53da88c3e4b06d8358062340,t,"WYNNE, AMANDA",t,1525 East Lebanon Rd.,Dover,DE,19904,-75.501284,39.123006,"SHARPLESS, JOHN",302-697-4070,t,"WAWA, STORE # 0845",2017-09-07 16:01:00,845,00:00:00,00:00:00,t,2.699,2.939,3.139
-75.458103,39.817264,867,54929da2e4b07c8f00a1b20c,t,"DAVIS, ANTHONY",t,601 NAAMANS RD,CLAYMONT,DE,19703,-75.458103,39.817264,"SHARPLESS, JOHN",302-798-1682,t,"WAWA, STORE # 0867",2017-09-07 16:01:00,867,00:00:00,00:00:00,t,2.699,2.959,3.159
-75.055547,39.398099,944,53da88cce4b06d83580624b7,t,"GORDON, GEORGE",t,624 West Main St.,Millville,NJ,08332,-75.055547,39.398099,"WEISER, MARIAN",856-327-7400,t,"WAWA, STORE # 0944",2017-09-07 16:01:00,944,00:00:00,00:00:00,t,2.699,2.999,3.199
-75.359988,39.759393,961,53da88d4e4b06d83580625ae,t,"ACKER, MICHELLE",t,1700 Center Square Rd.,SWEDESBORO,NJ,08085,-75.359988,39.759393,"WEISER, MARIAN",856-241-7965,t,"WAWA, STORE # 0961",2017-09-07 16:01:00,961,00:00:00,00:00:00,t,2.759,3.059,3.259
-81.355691,28.285902,5102,53da88d1e4b06d8358062540,t,"MCGRATH, KEVIN",t,2184 E. Irlo Bronson Memorial,Kissimmee,FL,34744,-81.355691,28.285902,"SOUDERS, TODD",407-944-1101,t,"WAWA, STORE # 5102",2017-09-07 16:01:00,5102,00:00:00,00:00:00,t,2.699,2.949,3.199
-74.363493,40.511759,8365,55c5bd31e4b05c34d0635812,t,"KENT, SCOTT",t,2720 WOODBRIDGE AVE,EDISON,NJ,08837,-74.363493,40.511759,"READ, JASON",732-549-0153,t,"WAWA, STORE # 8365",2017-09-07 16:01:00,8365,00:00:00,00:00:00,t,2.659,2.959,3.059
-76.917096,39.027352,593,53da88cfe4b06d835806252a,t,"DUTTON, BEN",t,10515 BALTIMORE AVENUE,Beltsville,MD,20704,-76.917096,39.027352,"SHARPLESS, JOHN",301-595-2013,t,"WAWA, STORE # 0593",2017-09-07 16:01:00,593,00:00:00,00:00:00,t,2.699,2.979,3.239
-76.465152,37.165374,687,53da88d1e4b06d8358062574,t,"FOSSELLA, JASON",t,5824 George Washington,Yorktown,VA,23692,-76.465152,37.165374,"RUPERT, MICHELLE",757-833-7801,t,"WAWA, STORE # 0687",2017-09-07 16:01:00,687,00:00:00,00:00:00,t,2.499,2.739,2.939
-75.15389,38.744055,834,53da88cce4b06d8358062490,t,"WYNNE, AMANDA",t,17663 Dartmouth Dr.,Lewes,DE,19958,-75.15389,38.744055,"SHARPLESS, JOHN",302-645-5637,t,"WAWA, STORE # 0834",2017-09-07 16:01:00,834,00:00:00,00:00:00,t,2.679,2.939,3.139
-75.558965,39.158172,855,53da88d6e4b06d8358062603,t,"WYNNE, AMANDA",t,1450 Forest Ave.,Dover,DE,19904,-75.558965,39.158172,"SHARPLESS, JOHN",302-734-4703,t,"WAWA, STORE # 0855",2017-09-07 16:01:00,855,00:00:00,00:00:00,t,2.699,2.999,3.199
-75.591618,38.726078,864,53da88d6e4b06d835806260e,t,"MC AROY, CHERYL",t,18586 Sussex Highway,Bridgeville,DE,19933,-75.591618,38.726078,"SHARPLESS, JOHN",302-337-7424,t,"WAWA, STORE # 0864",2017-09-07 16:01:00,864,00:00:00,00:00:00,t,2.659,2.919,3.119
-75.704081,41.070606,270,53da88cee4b06d8358062506,t,"SEEGER, JOY",t,1-17 RT. 940,WHITE HAVEN,PA,18661,-75.704081,41.070606,"DEPAOLO, GINA",570-443-2130,t,"WAWA, STORE # 0270",2017-09-07 16:01:00,270,00:00:00,00:00:00,t,2.899,3.199,3.399
-75.547268,39.194944,848,53da88cce4b06d83580624a7,t,"WYNNE, AMANDA",t,2800 North Dupont Hwy.,Dover,DE,19901,-75.547268,39.194944,"SHARPLESS, JOHN",302-678-2385,t,"WAWA, STORE # 0848",2017-09-07 16:01:00,848,00:00:00,00:00:00,t,2.699,2.999,3.199
-81.740411,28.542605,5144,53da88c6e4b06d83580623cb,t,"HARRELL, CHARLENE",t,1909 S  HIGHWAY 27,CLERMONT,FL,34711,-81.740411,28.542605,"SOUDERS, TODD",352-243-2594,t,"WAWA, STORE # 5144",2017-09-07 16:01:00,5144,00:00:00,00:00:00,t,2.699,2.949,3.199
-75.633507,40.311034,8067,540ac5b1e4b0f531e775313c,t,"SCOTT, PATTI",t,1111 GROSSER RD,GILBERTSVILLE,PA,19525,-75.633507,40.311034,"DEPAOLO, GINA",610-473-0250,t,"WAWA, STORE # 8067",2017-09-07 16:01:00,8067,00:00:00,00:00:00,t,2.899,3.199,3.399
-75.661125,40.208432,295,53da88c6e4b06d83580623bc,t,"MANN, CLAIRE",t,1417 South Hanover St.,Pottstown,PA,19465,-75.661125,40.208432,"DEPAOLO, GINA",610-326-1090,t,"WAWA, STORE # 0295",2017-09-07 16:01:00,295,00:00:00,00:00:00,t,2.899,3.239,3.439
-81.345,28.524709,5130,53da88c7e4b06d83580623f9,t,"REYNOLDS, ANGELA",t,3025 Curry Ford Rd.,Orlando,FL,32806,-81.345,28.524709,"SOUDERS, TODD",407-897-8117,t,"WAWA, STORE # 5130",2017-09-07 16:01:00,5130,00:00:00,00:00:00,t,2.699,2.949,3.199
-81.286753,28.553291,5134,53da88cfe4b06d8358062524,t,"REYNOLDS, ANGELA",t,608 N. Goldenrod Rd.,Orlando,FL,32807,-81.286753,28.553291,"SOUDERS, TODD",407-249-9474,t,"WAWA, STORE # 5134",2017-09-07 16:01:00,5134,00:00:00,00:00:00,t,2.699,2.949,3.199
-75.427161,39.865327,8027,53da88c7e4b06d83580623e1,t,"GAMBIER, RACHEL",t,5008 Pennell Rd.,Aston,PA,19014,-75.427161,39.865327,"HERLING, TERRENCE",610-494-4051,t,"WAWA, STORE # 8027",2017-09-07 16:01:00,8027,00:00:00,00:00:00,t,2.899,3.199,3.399
-75.544906,39.99407,88,53da88d1e4b06d835806253e,t,"OHARA, TIM",t,1594 Paoli Pk.,West Chester,PA,19380,-75.544906,39.99407,"HERLING, TERRENCE",610-696-9814,t,"WAWA, STORE # 0088",2017-09-07 16:01:00,88,24:00:00,24:00:00,f,,,
-75.134457,39.770193,360,53da88d4e4b06d83580625a2,t,"ACKER, MICHELLE",t,701 Woodbury-Glassboro Rd.,Sewell,NJ,08080,-75.134457,39.770193,"WEISER, MARIAN",856-468-6235,t,"WAWA, STORE # 0360",2017-09-07 16:01:00,360,00:00:00,00:00:00,f,,,
-75.183048,39.782211,398,53da88d1e4b06d835806255c,t,"GORDON, GEORGE",t,400 Bridgeton Pk.,Mantua,NJ,08051,-75.183048,39.782211,"WEISER, MARIAN",856-468-2524,t,"WAWA, STORE # 0398",2017-09-07 16:01:00,398,00:00:00,00:00:00,f,,,
-76.532468,38.994806,549,53da88d1e4b06d835806256f,t,"DAVIS, MICHAEL",t,628 Admiral Dr.,Annapolis,MD,21401,-76.532468,38.994806,"SHARPLESS, JOHN",410-974-6436,t,"WAWA, STORE # 0549",2017-09-07 16:01:00,549,00:00:00,00:00:00,f,,,
-76.48165,39.335967,558,53da88bee4b0e755dc4ec4a6,t,"LUST, RENEE",t,8731 Pulaski Hwy.,Rosedale,MD,21237,-76.48165,39.335967,"SHARPLESS, JOHN",410-780-9970,t,"WAWA, STORE # 0558",2017-09-07 16:01:00,558,00:00:00,00:00:00,t,2.699,2.979,3.179
-74.182104,40.433353,911,53da88d1e4b06d835806255e,t,"CRESPO, ALEASE",t,1181 RT. 36,Hazlet,NJ,07730,-74.182104,40.433353,"READ, JASON",732-888-0034,t,"WAWA, STORE # 0911",2017-09-07 16:01:00,911,00:00:00,00:00:00,f,,,
-81.278309,28.569155,5113,53da88bfe4b0e755dc4ec4ee,t,"REYNOLDS, ANGELA",t,8049 East Colonial Dr.,Orlando,FL,32807,-81.278309,28.569155,"SOUDERS, TODD",407-381-1129,t,"WAWA, STORE # 5113",2017-09-07 16:01:00,5113,00:00:00,00:00:00,t,2.699,2.949,3.199
