has_menu,last_updated,location_id,open_24_hours,regional_director,store_close,store_name,store_number,store_open,telephone,address,city,state,zip,longitude,latitude,unleaded_price,plus_price,premium_price,diesel_price,has_food,has_fuel,has_restrooms,has_ethanol_free_gas,has_tesla_charging_station
True,2019-03-31 16:02:00,00097,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0097",00097,00:00:00,610-825-2560,406 Germantown Pk.,Lafayette Hill,PA,19444,-75.261567,40.092401,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00098,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0098",00098,00:00:00,610-628-1703,3321 Willow Ln.,MACUNGIE,PA,18062,-75.564633,40.519547,2.739,3.039,3.199,3.459,True,True,True,False,False
True,2019-03-31 16:02:00,00100,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0100",00100,00:00:00,610-566-9663,100 East Baltimore Pk.,Media,PA,19063,-75.38767,39.916177,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00101,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0101",00101,00:00:00,610-253-4312,225 Cattell St.,Easton,PA,18042,-75.205481,40.700198,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00103,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0103",00103,00:00:00,215-923-1404,912-16 Walnut St.,Philadelphia,PA,19107,-75.156673,39.948251,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00105,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0105",00105,00:00:00,215-721-1180,370 North MAIN STREET,Souderton,PA,18964,-75.32846,40.31345,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00108,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0108",00108,00:00:00,267-358-6111,9456 State Rd.,Philadelphia,PA,19114,-74.989505,40.049338,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00111,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0111",00111,00:00:00,215-253-7066,88 Limekiln Pk.,Glenside,PA,19038,-75.165022,40.104571,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00112,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0112",00112,00:00:00,570-421-1227,233 Prospect St.,East Stroudsburg,PA,18301,-75.177104,40.994137,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00115,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0115",00115,00:00:00,215-533-2110,6460 Bustleton Ave.,Philadelphia,PA,19149,-75.070283,40.03623,2.719,3.019,3.219,3.459,True,True,True,False,False
True,2019-03-31 16:02:00,00116,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0116",00116,00:00:00,570-424-8474,1015 West Main St.,Stroudsburg,PA,18360,-75.200774,40.983159,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00118,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0118",00118,00:00:00,610-873-5121,1083 East Lancaster Ave.,Downingtown,PA,19335,-75.678447,40.019033,2.739,3.059,3.199,3.499,True,True,True,False,False
True,2019-03-31 16:02:00,00119,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0119",00119,00:00:00,215-426-8282,3222-48 Richmond St. at Allegh,Philadelphia,PA,19134,-75.100734,39.983697,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00120,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0120",00120,00:00:00,610-628-1903,2209 Lehigh St.,Allentown,PA,18103,-75.479765,40.572448,2.759,3.079,3.219,3.459,True,True,True,False,False
True,2019-03-31 16:02:00,00125,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0125",00125,00:00:00,215-242-0820,7236-40 Germantown Ave.,Philadelphia,PA,19119,-75.192028,40.060799,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00128,True,"READ, JASON",24:00:00,"WAWA, STORE # 0128",00128,24:00:00,215-357-2602,236 Holland St.,Holland,PA,18966,-74.987494,40.173596,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00134,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0134",00134,00:00:00,610-718-0933,1906 Swamp Pk.,Gilbertsville,PA,19525,-75.586238,40.299666,2.729,3.029,3.209,3.499,True,True,True,False,False
True,2019-03-31 16:02:00,00137,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0137",00137,00:00:00,610-628-1906,1501 West Gordon St.,Allentown,PA,18102,-75.491135,40.603527,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00141,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0141",00141,00:00:00,610-831-5220,1860 Ridge Pk.,Royersford,PA,19468,-75.49964,40.214079,2.739,3.039,3.199,3.439,True,True,True,False,False
True,2019-03-31 16:02:00,00142,True,"READ, JASON",00:00:00,"WAWA, STORE # 0142",00142,00:00:00,215-295-8683,1244 Bristol Pk.,Morrisville,PA,19067,-74.793031,40.173598,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00143,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0143",00143,00:00:00,610-584-3281,4121 Skippack Pk.,Schwenksville,PA,19473,-75.404727,40.228544,2.699,3.039,3.249,3.479,True,True,True,False,False
True,2019-03-31 16:02:00,00146,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0146",00146,00:00:00,610-718-0885,260 West Schuylkill Rd.,Pottstown,PA,19465,-75.658306,40.232732,2.759,3.079,3.239,3.459,True,True,True,False,False
True,2019-03-31 16:02:00,00147,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0147",00147,00:00:00,610-372-0333,2709 North Merdian Blvd.,Reading,PA,19610,-75.980694,40.355373,2.759,3.059,3.259,3.459,True,True,True,False,False
True,2019-03-31 16:02:00,00148,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0148",00148,00:00:00,215-641-2830,1139 Horsham Rd.,Horsham,PA,19044,-75.185197,40.210931,2.699,2.999,3.199,,True,True,True,False,False
True,2019-03-31 16:02:00,00149,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0149",00149,00:00:00,215-970-2324,10 Davisville Rd.,Warminster,PA,18974,-75.071227,40.171618,2.739,3.039,3.219,3.459,True,True,True,False,False
True,2019-03-31 16:02:00,00153,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0153",00153,00:00:00,610-921-4500,1946 North 11th St.,Reading,PA,19604,-75.916313,40.364596,2.759,3.059,3.239,3.479,True,True,True,False,False
True,2019-03-31 16:02:00,00154,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0154",00154,00:00:00,610-328-3909,195 Saxer Ave.,Springfield,PA,19064,-75.333064,39.927263,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00155,True,"MAIOLINO, MARC",24:00:00,"WAWA, STORE # 0155",00155,24:00:00,610-667-2979,801 CONSHOHOCKEN STATE ROAD,Bala Cynwyd,PA,19004,-75.240128,40.018696,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00156,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0156",00156,00:00:00,215-646-2972,106 BETHLEHEM PIKE,Fort Washington,PA,19034,-75.212601,40.138273,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00157,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0157",00157,00:00:00,215-305-8766,593 Dekalb Pk.,North Wales,PA,19454,-75.246783,40.218927,2.739,3.079,3.199,3.459,True,True,True,False,False
True,2019-03-31 16:02:00,00158,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0158",00158,00:00:00,717-560-3021,1990 Miller Rd.,E. Petersburg,PA,17520,-76.351587,40.092988,2.749,3.049,3.209,3.459,True,True,True,False,False
True,2019-03-31 16:02:00,00159,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0159",00159,00:00:00,570-646-6707,296 Route 940,Blakeslee,PA,18610,-75.591951,41.09266,2.739,3.039,3.219,3.399,True,True,True,False,False
True,2019-03-31 16:02:00,00160,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0160",00160,00:00:00,610-268-8765,761 Gap Newport Pk.,Avondale,PA,19311,-75.795187,39.834721,2.699,2.999,3.199,,True,True,True,False,False
True,2019-03-31 16:02:00,00161,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0161",00161,00:00:00,215-988-0648,2040 Hamilton St.,Philadelphia,PA,19130,-75.173052,39.962279,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00165,False,"ALTEMUS, REBECCA",24:00:00,"WAWA, STORE # 0165",00165,05:00:00,215-970-2329,4662 Bensalem Blvd.,Bensalem,PA,19020,-74.915629,40.105616,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00166,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0166",00166,00:00:00,610-779-1406,5060 Perkiomen Ave.,Reading,PA,19606,-75.853649,40.301429,2.759,3.059,3.259,3.499,True,True,True,False,False
True,2019-03-31 16:02:00,00168,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0168",00168,00:00:00,610-527-9039,201 South Bryn Mawr Ave.,Bryn Mawr,PA,19010,-75.322038,40.01704,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00170,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0170",00170,00:00:00,610-459-9819,721 Naamans Creek Rd.,Chadds Ford,PA,19317,-75.536789,39.849887,2.699,2.999,3.159,3.399,True,True,True,False,False
True,2019-03-31 16:02:00,00174,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0174",00174,00:00:00,610-586-1660,3 N MacDade Blvd.,Glenolden,PA,19036,-75.2916,39.904907,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00178,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0178",00178,00:00:00,610-328-6420,21 Kedron Ave.,Morton,PA,19070,-75.325975,39.907423,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00179,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0179",00179,00:00:00,215-387-0029,3744 Spruce St.,Philadelphia,PA,19104,-75.19898,39.95107,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00181,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0181",00181,00:00:00,215-342-3841,8152 Castor Ave.,Philadelphia,PA,19152,-75.054416,40.064166,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00183,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0183",00183,00:00:00,215-342-1105,6935 Castor Ave.,Philadelphia,PA,19149,-75.070241,40.046348,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00184,True,"READ, JASON",00:00:00,"WAWA, STORE # 0184",00184,00:00:00,215-945-1020,5220 New Falls Rd.,Levittown,PA,19056,-74.875128,40.140377,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00185,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0185",00185,00:00:00,215-862-9330,341 West Bridge St.,New Hope,PA,18938,-74.965725,40.362696,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00191,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0191",00191,00:00:00,215-755-5858,1602 South Delaware Ave.,Philadelphia,PA,19148,-75.145403,39.926449,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00193,False,"ALTEMUS, REBECCA",24:00:00,"WAWA, STORE # 0193",00193,05:00:00,267-766-0380,6001 Harbison St.,Philadelphia,PA,19135,-75.062657,40.022155,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00196,False,"READ, JASON",24:00:00,"WAWA, STORE # 0196",00196,06:00:00,215-788-2750,200 Green Ln.,Bristol,PA,19007,-74.838403,40.110521,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00197,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0197",00197,00:00:00,570-992-2511,1781 Route 209,Brodheadsville,PA,18322,-75.39354,40.924421,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00198,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0198",00198,00:00:00,610-558-8052,970 Baltimore Pk.,Glen Mills,PA,19342,-75.534933,39.88303,2.739,3.039,3.199,3.439,True,True,True,False,False
True,2019-03-31 16:02:00,00200,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0200",00200,00:00:00,215-997-2445,545 West Butler Ave.,Chalfont,PA,18914,-75.228587,40.266414,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00201,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0201",00201,00:00:00,610-458-2310,1800 Ticonderoga Blvd.,Chester Springs,PA,19425,-75.685946,40.074726,2.759,3.059,3.219,3.459,True,True,True,False,False
True,2019-03-31 16:02:00,00203,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0203",00203,00:00:00,610-692-4640,10 West Boot Rd.,West Chester,PA,19380,-75.616362,40.009324,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00204,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0204",00204,00:00:00,215-674-3192,50 North York Rd.,Hatboro,PA,19040,-75.105371,40.179001,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00205,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0205",00205,00:00:00,610-640-5322,5 Matthews Rd.,Malvern,PA,19355,-75.524635,40.050607,2.759,3.059,3.219,3.499,True,True,True,False,False
True,2019-03-31 16:02:00,00207,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0207",00207,00:00:00,215-289-9101,1300 East Erie Ave.,Philadelphia,PA,19124,-75.102819,40.0053,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00208,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0208",00208,00:00:00,610-647-7601,567 Lancaster Ave.,MALVERN,PA,19355,-75.571864,40.035924,2.759,3.059,3.259,,True,True,True,False,False
True,2019-03-31 16:02:00,00211,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0211",00211,00:00:00,215-332-9980,9201 Frankford Ave.,Philadelphia,PA,19114,-75.004233,40.054759,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00212,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0212",00212,00:00:00,610-626-9647,3800 Garret Rd.,Drexel Hill,PA,19026,-75.297262,39.943894,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00215,True,"DEPAOLO, GINA",24:00:00,"WAWA, STORE # 0215",00215,24:00:00,215-794-7394,4713 York Rd,Buckingham,PA,18912,-75.060392,40.324247,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00216,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0216",00216,00:00:00,610-279-0824,112 West Fourth St.,Bridgeport,PA,19405,-75.345076,40.105322,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00219,True,"READ, JASON",00:00:00,"WAWA, STORE # 0219",00219,00:00:00,215-781-6007,3260 New Rodgers Rd.,Bristol,PA,19007,-74.881192,40.126984,2.699,2.999,3.179,3.459,True,True,True,False,False
True,2019-03-31 16:02:00,00221,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0221",00221,00:00:00,215-343-6350,550 Easton Rd.,Warrington,PA,18976,-75.139834,40.228141,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00222,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0222",00222,00:00:00,215-352-3722,981 North Wales Rd.,North Wales,PA,19454,-75.241059,40.244601,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00223,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0223",00223,00:00:00,610-874-9866,1920 West MacDade Blvd.,Woodlyn,PA,19094,-75.353562,39.870577,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00226,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0226",00226,00:00:00,610-269-7391,100 Wallace Ave.,Downingtown,PA,19335,-75.703756,40.008932,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00229,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0229",00229,00:00:00,215-249-1677,320 West Route 313,Perkasie,PA,18944,-75.219607,40.381691,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00232,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0232",00232,00:00:00,215-676-8110,14101 Bustleton Pk.,Philadelphia,PA,19116,-75.011502,40.131973,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00235,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0235",00235,00:00:00,610-461-1539,817 Lincoln Ave.,Prospect Park,PA,19076,-75.307653,39.885174,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00236,True,"MAIOLINO, MARC",24:00:00,"WAWA, STORE # 0236",00236,24:00:00,610-993-8714,105 West King St.,Malvern,PA,19355,-75.516267,40.035743,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00239,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0239",00239,00:00:00,484-350-4008,2306 MacDade Blvd.,Holmes,PA,19043,-75.307673,39.898265,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00240,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0240",00240,00:00:00,215-743-1565,4506-10 Castor Ave.,Philadelphia,PA,19124,-75.097093,40.01894,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00242,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0242",00242,00:00:00,215-256-4560,373 Main St.,Harleysville,PA,19438,-75.379631,40.275016,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00245,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0245",00245,00:00:00,610-269-3861,100 Boot Rd.,Downingtown,PA,19335,-75.701108,40.000564,2.739,3.039,3.199,3.499,True,True,True,False,False
True,2019-03-31 16:02:00,00247,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0247",00247,00:00:00,215-629-1050,518-520 South 2nd St.,Philadelphia,PA,19147,-75.145875,39.941882,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00252,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0252",00252,00:00:00,215-289-8950,4371 Richmond St.,Philadelphia,PA,19137,-75.074405,39.996524,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00253,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0253",00253,00:00:00,610-825-0424,100 Crawford Ave.,Conshohocken,PA,19428,-75.309936,40.067862,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00254,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0254",00254,00:00:00,610-521-5324,600 South Governor Printz Blvd,Essington,PA,19029,-75.293987,39.866427,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00257,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0257",00257,00:00:00,610-688-7313,215 W Lancaster Ave.,Wayne,PA,19087,-75.392784,40.04454,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00258,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0258",00258,00:00:00,610-792-4335,3380 Schuylkill Rd.,Spring City,PA,19475,-75.569367,40.182927,2.759,3.059,3.239,,True,True,True,False,False
True,2019-03-31 16:02:00,00260,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0260",00260,00:00:00,717-721-9616,602 South Reading Rd.,Ephrata,PA,17522,-76.195767,40.17253,2.759,3.059,3.259,3.459,True,True,True,False,False
True,2019-03-31 16:02:00,00262,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0262",00262,00:00:00,215-333-8709,7715 Frankford Ave.,Philadelphia,PA,19136,-75.032617,40.03952,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00263,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0263",00263,00:00:00,610-857-4206,3711 West Lincoln Hwy.,Parkesburg,PA,19365,-75.933876,39.984252,2.739,3.039,3.199,3.499,True,True,True,False,False
True,2019-03-31 16:02:00,00265,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0265",00265,00:00:00,610-446-9487,1000 Darby Rd.,Havertown,PA,19083,-75.303702,39.97616,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00266,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0266",00266,00:00:00,610-391-9535,7572 Schantz Rd.,Allentown,PA,18106,-75.616906,40.572313,2.749,3.049,3.249,3.499,True,True,True,False,False
True,2019-03-31 16:02:00,00267,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0267",00267,00:00:00,215-638-5646,1883 Street Rd.,Bensalem,PA,19020,-74.944273,40.095972,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00268,True,"READ, JASON",00:00:00,"WAWA, STORE # 0268",00268,00:00:00,215-781-8080,5900 Bristol Pk.,Bristol,PA,19007,-74.844524,40.117543,2.739,3.039,3.219,3.499,True,True,True,False,False
True,2019-03-31 16:02:00,00269,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0269",00269,00:00:00,610-558-8341,36 Baltimore Pk.,Glen Mills,PA,19342,-75.48543,39.896421,2.739,3.039,3.239,3.439,True,True,True,False,False
True,2019-03-31 16:02:00,00270,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0270",00270,00:00:00,570-443-2130,1-17 RT. 940,WHITE HAVEN,PA,18661,-75.704081,41.070606,2.739,3.039,3.199,3.449,True,True,True,True,False
True,2019-03-31 16:02:00,00271,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0271",00271,00:00:00,215-441-6390,535 Horsham Rd.,Horsham,PA,19044,-75.145347,40.187074,2.699,2.999,3.199,3.479,True,True,True,False,False
True,2019-03-31 16:02:00,00272,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0272",00272,00:00:00,215-538-1634,1095 South West End Blvd.,Quakertown,PA,18951,-75.343152,40.417744,2.739,3.039,3.219,3.459,True,True,True,False,False
True,2019-03-31 16:02:00,00273,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0273",00273,00:00:00,215-361-8577,1601 Valley Forge Rd.,Lansdale,PA,19446,-75.314519,40.228419,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00274,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0274",00274,00:00:00,610-921-4380,3650 Pottsville Pk.,Reading,PA,19605,-75.935633,40.389128,2.759,3.059,3.219,3.459,True,True,True,False,False
True,2019-03-31 16:02:00,00275,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0275",00275,00:00:00,717-481-5240,2126-2132 Lincoln Hwy. East,Lancaster,PA,17602,-76.231425,40.029347,2.769,3.069,3.249,3.439,True,True,True,False,False
True,2019-03-31 16:02:00,00276,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0276",00276,00:00:00,215-342-8285,7913-29 Oxford Ave.,Philadelphia,PA,19111,-75.084276,40.074888,2.739,3.039,3.239,3.459,True,True,True,False,False
True,2019-03-31 16:02:00,00277,True,"ALTEMUS, REBECCA",00:00:00,"WAWA, STORE # 0277",00277,00:00:00,215-638-5640,2250 Lincoln Hwy.,FEASTERVILLE TREVOSE,PA,19053,-74.978951,40.121173,2.739,3.039,3.199,3.439,True,True,True,False,False
True,2019-03-31 16:02:00,00278,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0278",00278,00:00:00,610-701-4760,706 East Gay St.,West Chester,PA,19380,-75.593767,39.965099,2.759,3.059,3.219,3.439,True,True,True,False,False
True,2019-03-31 16:02:00,00281,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0281",00281,00:00:00,610-287-2092,3 Big Rd.,Zieglerville,PA,19492,-75.481074,40.277688,2.699,2.999,3.179,3.499,True,True,True,False,False
True,2019-03-31 16:02:00,00282,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0282",00282,00:00:00,610-385-1403,10 Maplewood Dr.,Douglasville,PA,19518,-75.72946,40.259803,2.729,3.029,3.229,,True,True,True,False,False
True,2019-03-31 16:02:00,00284,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0284",00284,00:00:00,610-792-1940,934 Main St.,Royersford,PA,19468,-75.528455,40.193022,2.759,3.059,3.259,3.459,True,True,True,False,False
True,2019-03-31 16:02:00,00285,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0285",00285,00:00:00,215-441-3050,1510 Easton Rd.,Horsham,PA,19044,-75.138767,40.209981,2.719,3.019,3.219,3.499,True,True,True,False,False
True,2019-03-31 16:02:00,00286,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0286",00286,00:00:00,610-927-2380,3337 Penn Ave.,READING,PA,19608,-76.009219,40.326068,2.699,2.999,3.159,3.399,True,True,True,True,False
True,2019-03-31 16:02:00,00287,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0287",00287,00:00:00,610-530-9980,4900 Hamilton Blvd.,Allentown,PA,18106,-75.552139,40.566539,2.759,3.059,3.219,3.459,True,True,True,False,False
True,2019-03-31 16:02:00,00288,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0288",00288,00:00:00,215-766-1620,5854 Easton Rd.,Pipersville,PA,18947,-75.1473,40.385557,2.699,3.019,3.179,,True,True,True,False,False
True,2019-03-31 16:02:00,00289,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0289",00289,00:00:00,610-932-7161,100 PONDS EDGE DRIVE @ RT. 272,Nottingham,PA,19362,-76.022563,39.750718,2.699,2.999,3.159,3.459,True,True,True,False,False
True,2019-03-31 16:02:00,00291,True,"MAIOLINO, MARC",24:00:00,"WAWA, STORE # 0291",00291,24:00:00,610-254-8537,151 Sugartown Rd.,WAYNE,PA,19087,-75.405079,40.044756,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00292,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0292",00292,00:00:00,610-631-3146,701 West Germantown Pk.,East Norriton,PA,19403,-75.34875,40.152887,2.759,3.159,3.279,3.499,True,True,True,False,False
True,2019-03-31 16:02:00,00293,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0293",00293,00:00:00,610-394-1260,19 Bishop Ave.,Clifton Heights,PA,19018,-75.310338,39.925638,2.759,3.059,3.219,3.439,True,True,True,False,False
True,2019-03-31 16:02:00,00294,False,"MAIOLINO, MARC",24:00:00,"WAWA, STORE # 0294",00294,05:00:00,610-660-5920,949 Montgomery Ave.,Narberth,PA,19072,-75.261996,40.012227,,,,,True,False,False,False,False
True,2019-03-31 16:02:00,00295,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0295",00295,00:00:00,610-326-1090,1417 South Hanover St.,Pottstown,PA,19465,-75.661125,40.208432,2.739,3.079,3.279,,True,True,True,False,False
True,2019-03-31 16:02:00,00297,True,"DEPAOLO, GINA",00:00:00,"WAWA, STORE # 0297",00297,00:00:00,610-865-8270,3300 Schoenersville Rd.,Bethlehem,PA,18017,-75.418221,40.658736,2.759,3.059,3.239,,True,True,True,False,False
True,2019-03-31 16:02:00,00298,True,"MAIOLINO, MARC",00:00:00,"WAWA, STORE # 0298",00298,00:00:00,610-696-6781,1413 Wilmington Pk.,West Chester,PA,19382,-75.562087,39.900712,2.739,3.079,3.199,3.399,True,True,True,False,False
